Org8Codefy,LEANumCode,Org8Code,DistName,fy,eqv,income,cey,townfoundbudget,targetlocacont,mrgf,rlc,townenro,percenttargetcontributionofwealth
032300002015,323,03230000,West Bridgewater,2015,"995,122,700.00","208,737,000.00","6,761,491.00","10,290,002.00","6,761,491.00",3.88%,"7,272,374.00","1,084.00",100%
032300002016,323,03230000,West Bridgewater,2016,"996,335,700.00","212,878,000.00","6,972,144.00","10,470,350.73","6,972,144.00",4.07%,"7,270,252.00","1,062.00",100%
032300002017,323,03230000,West Bridgewater,2017,"996,335,700.00","221,415,000.00","7,032,817.00","11,006,857.06","7,032,817.00",4.77%,"7,120,451.00","1,095.00",100%
032300002018,323,03230000,West Bridgewater,2018,"1,101,346,700.00","239,326,000.00","7,319,222.00","11,181,675.36","7,319,222.00",5.06%,"7,343,451.00","1,103.00",100%
032300002019,323,03230000,West Bridgewater,2019,"1,101,346,700.00","252,614,000.00","7,662,394.00","11,570,193.00","7,662,394.00",7.52%,"7,662,394.00","1,102.00",100%
032300002020,323,03230000,West Bridgewater,2020,"1,268,319,800.00","259,275,000.00","8,267,303.00","12,436,378.76","8,267,303.00",5.63%,"8,093,787.00","1,126.00",100%
032300002021,323,03230000,West Bridgewater,2021,"1,268,319,800.00","277,075,000.00","8,569,529.00","12,913,241.61","8,569,529.00",5.04%,"8,501,714.00","1,149.00",100%
032300002022,323,03230000,West Bridgewater,2022,"1,379,056,200.00","291,106,000.00","8,719,857.00","13,433,400.66","8,719,857.00",3.92%,"8,719,857.00","1,148.00",100%
032300002023,323,03230000,West Bridgewater,2023,"1,379,056,200.00","290,720,000.00","9,428,448.00","14,860,135.06","9,428,448.00",2.75%,"9,046,852.00","1,163.00",100%
032300002024,323,03230000,West Bridgewater,2024,"1,451,294,400.00","312,877,000.00","9,925,629.00","16,637,639.64","9,925,629.00",4.30%,"9,526,336.00","1,195.28",100%
032300002025,323,03230000,West Bridgewater,2025,"1,451,294,400.00","341,590,000.00","10,556,989.00","17,634,184.15","10,556,989.00",3.88%,"9,991,221.00","1,229.00",100%
032300002026,323,03230000,West Bridgewater,2026,"1,802,754,700.00","382,546,000.00","11,851,832.00","17,778,096.58","11,851,832.00",4.09%,"10,599,686.00","1,219.00",100%
032400002007,324,03240000,West Brookfield,2007,"310,230,000.00","87,221,000.00","2,471,727.00","4,879,259.98","2,471,727.00",9.98%,"2,016,774.00",606,100%
032400002008,324,03240000,West Brookfield,2008,"408,111,600.00","92,518,000.00","2,660,732.00","5,050,293.00","2,660,732.00",4.54%,"2,148,671.00",597,100%
032400002009,324,03240000,West Brookfield,2009,"408,111,600.00","95,893,000.00","2,759,955.00","5,094,302.92","2,759,955.00",3.64%,"2,269,856.00",568,100%
032400002010,324,03240000,West Brookfield,2010,"440,259,900.00","98,675,000.00","2,781,583.00","5,279,015.92","2,781,583.00",-0.51%,"2,280,979.00",569,100%
032400002011,324,03240000,West Brookfield,2011,"440,259,900.00","110,027,000.00","2,806,901.00","5,185,155.04","2,806,901.00",1.93%,"2,347,812.00",564,100%
032400002012,324,03240000,West Brookfield,2012,"399,959,200.00","108,879,000.00","2,853,083.00","5,561,848.61","2,853,083.00",2.33%,"2,425,994.00",587,100%
032400002013,324,03240000,West Brookfield,2013,"399,959,200.00","107,301,000.00","3,018,511.00","5,474,027.14","3,018,511.00",2.35%,"2,507,265.00",556,100%
032400002014,324,03240000,West Brookfield,2014,"363,571,800.00","115,103,000.00","3,070,637.00","5,680,104.69","3,070,637.00",3.29%,"2,614,827.00",560,100%
032400002015,324,03240000,West Brookfield,2015,"363,571,800.00","111,657,000.00","3,005,261.00","5,464,414.00","3,005,261.00",2.58%,"2,708,438.00",529,100%
032400002016,324,03240000,West Brookfield,2016,"354,767,800.00","113,168,000.00","3,040,495.00","5,456,474.42","3,040,495.00",3.42%,"2,828,151.00",513,100%
032400002017,324,03240000,West Brookfield,2017,"354,767,800.00","115,411,000.00","3,041,817.00","5,625,443.68","3,041,817.00",4.39%,"2,952,307.00",526,100%
032400002018,324,03240000,West Brookfield,2018,"354,151,700.00","119,174,000.00","2,955,073.00","5,922,823.41","2,955,073.00",3.50%,"2,970,158.00",534,100%
032400002019,324,03240000,West Brookfield,2019,"354,151,700.00","121,368,000.00","3,038,125.00","5,900,934.00","3,038,125.00",6.57%,"3,038,125.00",515,100%
032400002020,324,03240000,West Brookfield,2020,"391,008,700.00","126,395,000.00","3,244,782.00","6,155,629.10","3,244,782.00",6.39%,"3,232,261.00",511,100%
032400002021,324,03240000,West Brookfield,2021,"391,008,700.00","132,520,000.00","3,316,962.00","6,199,075.16","3,316,962.00",4.69%,"3,316,962.00",503,100%
032400002022,324,03240000,West Brookfield,2022,"440,792,400.00","151,648,000.00","3,619,215.00","6,467,991.98","3,619,215.00",3.88%,"3,478,830.00",493,100%
032400002023,324,03240000,West Brookfield,2023,"440,792,400.00","140,378,000.00","3,736,924.00","6,578,698.05","3,736,924.00",3.04%,"3,584,586.00",465,100%
032400002024,324,03240000,West Brookfield,2024,"513,429,200.00","154,826,000.00","4,188,109.00","7,319,484.24","4,188,109.00",2.95%,"3,726,177.00",480.97,100%
032400002025,324,03240000,West Brookfield,2025,"513,429,200.00","171,143,000.00","4,454,635.00","6,922,529.18","4,454,635.00",3.37%,"3,926,273.00",451,100%
032400002026,324,03240000,West Brookfield,2026,"647,839,100.00","166,254,000.00","4,710,942.00","7,236,698.90","4,710,942.00",5.29%,"4,212,498.00",438,100%
032500002007,325,03250000,Westfield,2007,"2,437,331,800.00","774,907,000.00","20,881,084.00","53,649,787.23","20,881,084.00",7.84%,"21,748,478.00","6,415.00",100%
032500002008,325,03250000,Westfield,2008,"3,007,078,800.00","823,026,000.00","21,834,961.00","55,203,858.00","21,834,961.00",4.92%,"22,572,618.00","6,320.00",100%
032500002009,325,03250000,Westfield,2009,"3,007,078,800.00","862,603,000.00","22,764,147.00","57,201,000.02","22,764,147.00",4.40%,"23,301,263.00","6,202.00",100%
032500002010,325,03250000,Westfield,2010,"3,510,877,200.00","898,498,000.00","23,853,499.00","58,064,880.79","23,853,499.00",-0.54%,"23,683,434.00","6,122.00",100%
032500002011,325,03250000,Westfield,2011,"3,510,877,200.00","939,558,000.00","23,233,992.00","56,542,890.63","23,233,992.00",2.87%,"24,024,402.00","6,083.00",100%
032500002012,325,03250000,Westfield,2012,"3,422,332,500.00","945,460,000.00","24,615,250.00","56,348,311.59","24,615,250.00",2.69%,"24,659,576.00","5,890.00",100%
032500002013,325,03250000,Westfield,2013,"3,422,332,500.00","908,946,000.00","25,680,215.00","58,680,126.16","25,680,215.00",4.60%,"25,776,861.00","5,881.00",100%
032500002014,325,03250000,Westfield,2014,"3,383,487,400.00","937,049,000.00","26,505,046.00","59,626,032.38","26,505,046.00",4.25%,"26,817,278.00","5,785.00",100%
032500002015,325,03250000,Westfield,2015,"3,383,487,400.00","971,623,000.00","26,947,776.00","59,091,821.00","26,947,776.00",4.25%,"27,452,394.00","5,685.00",100%
032500002016,325,03250000,Westfield,2016,"3,076,262,300.00","1,007,205,000.00","26,751,463.00","59,194,723.68","26,751,463.00",3.43%,"27,572,737.00","5,574.00",100%
032500002017,325,03250000,Westfield,2017,"3,076,262,300.00","1,007,226,000.00","26,471,376.00","59,795,241.40","26,471,376.00",3.50%,"26,781,337.00","5,504.00",100%
032500002018,325,03250000,Westfield,2018,"3,199,883,800.00","1,052,321,000.00","26,351,642.00","60,917,916.74","26,351,642.00",4.49%,"26,596,469.00","5,474.00",100%
032500002019,325,03250000,Westfield,2019,"3,199,883,800.00","1,082,521,000.00","27,249,072.00","61,979,381.00","27,249,072.00",4.11%,"27,249,072.00","5,405.00",100%
032500002020,325,03250000,Westfield,2020,"3,343,027,700.00","1,078,643,000.00","27,712,077.00","65,007,737.90","27,712,077.00",3.88%,"27,712,077.00","5,341.00",100%
032500002021,325,03250000,Westfield,2021,"3,343,027,700.00","1,132,924,000.00","28,357,927.00","65,292,799.70","28,357,927.00",0.99%,"27,986,427.00","5,221.00",100%
032500002022,325,03250000,Westfield,2022,"3,606,467,600.00","1,174,751,000.00","28,674,517.00","64,714,818.57","28,674,517.00",3.71%,"28,674,517.00","4,980.00",100%
032500002023,325,03250000,Westfield,2023,"3,606,467,600.00","1,225,609,000.00","31,749,321.00","69,264,756.58","31,749,321.00",4.30%,"30,194,266.00","4,878.00",100%
032500002024,325,03250000,Westfield,2024,"3,978,694,400.00","1,332,479,000.00","34,489,041.00","75,008,744.26","34,489,041.00",5.02%,"32,011,961.00","4,849.00",100%
032500002025,325,03250000,Westfield,2025,"3,978,694,400.00","1,392,811,000.00","35,472,994.00","77,785,675.98","35,472,994.00",4.45%,"33,756,613.00","4,815.00",100%
032500002026,325,03250000,Westfield,2026,"5,032,955,300.00","1,356,922,000.00","37,624,046.00","80,715,329.11","37,624,046.00",4.38%,"35,572,719.00","4,730.00",100%
032600002007,326,03260000,Westford,2007,"3,392,535,800.00","820,319,000.00","24,852,978.00","39,412,967.88","24,852,978.00",6.18%,"26,232,473.00","5,080.00",100%
032600002008,326,03260000,Westford,2008,"3,924,006,800.00","886,829,000.00","25,539,883.00","41,309,854.00","25,539,883.00",4.91%,"27,025,336.00","5,111.00",100%
032600002009,326,03260000,Westford,2009,"3,924,006,800.00","947,721,000.00","26,937,068.00","43,691,218.97","26,937,068.00",4.31%,"27,776,618.00","5,149.00",100%
032600002010,326,03260000,Westford,2010,"4,139,284,800.00","1,054,622,000.00","28,052,658.00","45,336,645.48","28,052,658.00",2.00%,"28,290,226.00","5,186.00",100%
032600002011,326,03260000,Westford,2011,"4,139,284,800.00","1,133,014,000.00","27,738,566.00","43,581,986.85","27,738,566.00",5.72%,"29,257,469.00","5,147.00",100%
032600002012,326,03260000,Westford,2012,"4,081,582,200.00","1,079,547,000.00","28,653,594.00","44,764,778.31","28,653,594.00",2.96%,"29,829,511.00","5,147.00",100%
032600002013,326,03260000,Westford,2013,"4,081,582,200.00","1,021,876,000.00","29,624,748.00","46,388,965.23","29,624,748.00",4.12%,"30,843,426.00","5,118.00",100%
032600002014,326,03260000,Westford,2014,"4,000,201,300.00","1,123,112,000.00","31,571,878.00","46,548,131.16","31,571,878.00",4.76%,"32,200,619.00","5,092.00",100%
032600002015,326,03260000,Westford,2015,"4,000,201,300.00","1,149,597,000.00","31,872,811.00","46,450,152.00","31,872,811.00",4.93%,"32,830,461.00","5,014.00",100%
032600002016,326,03260000,Westford,2016,"4,111,703,000.00","1,206,896,000.00","33,675,630.00","45,928,066.37","33,675,630.00",5.74%,"34,195,280.00","4,963.00",100%
032600002017,326,03260000,Westford,2017,"4,111,703,000.00","1,250,333,000.00","33,971,358.00","45,998,992.41","33,971,358.00",4.72%,"34,247,049.00","4,957.00",100%
032600002018,326,03260000,Westford,2018,"4,546,655,200.00","1,369,407,000.00","35,649,938.00","47,100,750.85","35,649,938.00",4.11%,"35,650,638.00","4,932.00",100%
032600002019,326,03260000,Westford,2019,"4,546,655,200.00","1,437,040,000.00","37,271,477.00","48,753,099.00","37,271,477.00",3.47%,"36,887,715.00","4,907.00",100%
032600002020,326,03260000,Westford,2020,"4,774,432,100.00","1,478,766,000.00","38,653,010.00","51,383,346.91","38,653,010.00",3.29%,"38,101,321.00","4,918.00",100%
032600002021,326,03260000,Westford,2021,"4,774,432,100.00","1,547,244,000.00","39,485,789.00","50,579,050.32","39,485,789.00",3.51%,"39,438,677.00","4,779.00",100%
032600002022,326,03260000,Westford,2022,"5,161,061,500.00","1,568,422,000.00","39,434,478.00","50,697,802.49","39,434,478.00",2.97%,"39,434,478.00","4,657.00",100%
032600002023,326,03260000,Westford,2023,"5,161,061,500.00","1,630,178,000.00","43,549,122.00","52,522,496.59","43,331,060.00",3.41%,"41,173,539.00","4,564.00",99%
032600002024,326,03260000,Westford,2024,"5,707,136,100.00","1,772,331,000.00","47,340,768.00","58,026,910.25","47,340,768.00",4.00%,"43,643,952.00","4,737.00",100%
032600002025,326,03260000,Westford,2025,"5,707,136,100.00","2,014,741,000.00","51,124,610.00","58,175,588.94","47,994,861.00",2.36%,"45,110,389.00","4,647.00",94%
032600002026,326,03260000,Westford,2026,"7,150,424,900.00","1,995,075,000.00","54,509,328.00","60,118,903.63","49,598,095.00",3.35%,"47,072,691.00","4,606.00",91%
032700002007,327,03270000,Westhampton,2007,"160,306,300.00","34,828,000.00","1,110,217.00","2,159,680.67","1,110,217.00",6.60%,"1,520,114.00",276,100%
032700002008,327,03270000,Westhampton,2008,"210,960,300.00","36,089,000.00","1,190,216.00","2,113,742.00","1,190,216.00",6.36%,"1,510,149.00",264,100%
032700002009,327,03270000,Westhampton,2009,"210,960,300.00","41,822,000.00","1,306,125.00","2,221,030.87","1,306,125.00",5.06%,"1,494,018.00",263,100%
032700002010,327,03270000,Westhampton,2010,"241,438,800.00","44,729,000.00","1,384,867.00","2,378,394.23","1,384,867.00",3.44%,"1,521,330.00",267,100%
032700002011,327,03270000,Westhampton,2011,"241,438,800.00","45,811,000.00","1,340,541.00","2,309,604.85","1,340,541.00",4.13%,"1,511,075.00",266,100%
032700002012,327,03270000,Westhampton,2012,"250,500,300.00","50,012,000.00","1,520,747.00","2,249,589.60","1,520,747.00",3.24%,"1,552,177.00",253,100%
032700002013,327,03270000,Westhampton,2013,"250,500,300.00","47,407,000.00","1,571,330.00","2,207,768.31","1,571,330.00",3.75%,"1,604,526.00",240,100%
032700002014,327,03270000,Westhampton,2014,"229,599,500.00","49,987,000.00","1,588,605.00","2,160,351.81","1,588,605.00",2.63%,"1,638,007.00",231,100%
032700002015,327,03270000,Westhampton,2015,"229,599,500.00","52,099,000.00","1,619,563.00","2,278,846.00","1,619,563.00",3.61%,"1,658,351.00",239,100%
032700002016,327,03270000,Westhampton,2016,"219,564,300.00","49,503,000.00","1,575,143.00","2,209,669.62","1,575,143.00",3.61%,"1,646,680.00",230,100%
032700002017,327,03270000,Westhampton,2017,"219,564,300.00","50,891,000.00","1,580,668.00","2,249,052.00","1,580,668.00",4.04%,"1,600,549.00",229,100%
032700002018,327,03270000,Westhampton,2018,"230,447,800.00","51,974,000.00","1,558,516.00","2,222,487.45","1,558,516.00",3.76%,"1,573,848.00",222,100%
032700002019,327,03270000,Westhampton,2019,"230,447,800.00","54,612,000.00","1,628,394.00","2,319,098.00","1,628,394.00",4.93%,"1,628,394.00",222,100%
032700002020,327,03270000,Westhampton,2020,"235,299,300.00","59,573,000.00","1,705,618.00","2,363,692.97","1,705,618.00",3.58%,"1,686,691.00",215,100%
032700002021,327,03270000,Westhampton,2021,"235,299,300.00","64,588,000.00","1,778,796.00","2,382,891.03","1,778,796.00",3.77%,"1,750,279.00",211,100%
032700002022,327,03270000,Westhampton,2022,"250,696,200.00","76,201,000.00","1,915,734.00","2,241,272.76","1,849,050.00",2.49%,"1,793,861.00",191,97%
032700002023,327,03270000,Westhampton,2023,"250,696,200.00","68,642,000.00","1,954,684.00","2,344,555.70","1,934,258.00",5.33%,"1,889,474.00",183,99%
032700002024,327,03270000,Westhampton,2024,"267,682,700.00","82,998,000.00","2,218,440.00","2,434,064.57","2,008,103.00",3.54%,"1,956,361.00",179.15,91%
032700002025,327,03270000,Westhampton,2025,"267,682,700.00","80,199,000.00","2,193,264.00","2,511,895.44","2,072,314.00",4.15%,"2,037,550.00",180,94%
032700002026,327,03270000,Westhampton,2026,"290,754,200.00","102,553,000.00","2,552,896.00","2,446,138.25","2,018,064.00",4.29%,"2,018,064.00",170,79%
032800002007,328,03280000,Westminster,2007,"820,698,700.00","199,590,000.00","6,030,916.00","10,332,830.00","6,030,916.00",6.48%,"4,667,713.00","1,329.00",100%
032800002008,328,03280000,Westminster,2008,"1,012,483,900.00","193,129,000.00","6,026,688.00","11,178,128.00","6,026,688.00",5.49%,"4,970,647.00","1,371.00",100%
032800002009,328,03280000,Westminster,2009,"1,012,483,900.00","209,326,000.00","6,402,525.00","11,594,626.00","6,402,525.00",4.85%,"5,311,136.00","1,353.00",100%
032800002010,328,03280000,Westminster,2010,"1,097,648,000.00","222,597,000.00","6,584,256.00","12,190,611.13","6,584,256.00",2.22%,"6,279,126.00","1,381.00",100%
032800002011,328,03280000,Westminster,2011,"1,097,648,000.00","227,562,000.00","6,358,425.00","11,968,463.75","6,358,425.00",3.45%,"6,454,557.00","1,363.00",100%
032800002012,328,03280000,Westminster,2012,"1,008,784,700.00","225,255,000.00","6,473,396.00","12,060,547.00","6,473,396.00",2.93%,"6,609,620.00","1,341.00",100%
032800002013,328,03280000,Westminster,2013,"1,008,784,700.00","220,775,000.00","6,809,382.00","12,363,407.00","6,809,382.00",3.70%,"6,847,457.00","1,319.00",100%
032800002014,328,03280000,Westminster,2014,"889,315,600.00","231,307,000.00","6,735,173.00","12,416,106.00","6,735,173.00",2.73%,"6,989,510.00","1,300.00",100%
032800002015,328,03280000,Westminster,2015,"889,315,600.00","245,295,000.00","6,930,513.00","12,458,650.00","6,930,513.00",3.62%,"7,086,522.00","1,274.00",100%
032800002016,328,03280000,Westminster,2016,"856,074,400.00","248,380,000.00","6,968,100.00","12,724,716.00","6,968,100.00",3.92%,"7,166,207.00","1,275.00",100%
032800002017,328,03280000,Westminster,2017,"856,074,400.00","262,434,000.00","7,103,992.00","12,187,932.00","7,103,992.00",4.33%,"7,159,869.00","1,220.00",100%
032800002018,328,03280000,Westminster,2018,"922,494,100.00","293,601,000.00","7,457,674.00","12,479,984.46","7,457,674.00",4.81%,"7,464,662.00","1,232.00",100%
032800002019,328,03280000,Westminster,2019,"922,494,100.00","286,021,000.00","7,482,841.00","13,083,276.00","7,482,841.00",5.53%,"7,482,841.00","1,254.00",100%
032800002020,328,03280000,Westminster,2020,"1,012,450,300.00","290,336,000.00","7,848,379.00","14,161,157.40","7,848,379.00",4.66%,"7,831,541.00","1,311.00",100%
032800002021,328,03280000,Westminster,2021,"1,012,450,300.00","293,073,000.00","7,871,153.00","14,604,107.74","7,871,153.00",4.11%,"7,871,153.00","1,314.00",100%
032800002022,328,03280000,Westminster,2022,"1,117,484,000.00","318,896,000.00","8,244,494.00","14,658,111.51","8,244,494.00",3.87%,"8,175,767.00","1,262.00",100%
032800002023,328,03280000,Westminster,2023,"1,117,484,000.00","329,762,000.00","9,075,627.00","16,027,151.83","9,075,627.00",3.57%,"8,549,400.00","1,289.00",100%
032800002024,328,03280000,Westminster,2024,"1,330,013,700.00","359,679,000.00","10,214,541.00","17,534,309.29","10,214,541.00",4.07%,"9,068,349.00","1,309.00",100%
032800002025,328,03280000,Westminster,2025,"1,330,013,700.00","404,588,000.00","10,984,935.00","18,092,926.68","10,984,935.00",4.44%,"9,652,351.00","1,329.00",100%
032800002026,328,03280000,Westminster,2026,"1,755,661,100.00","425,750,000.00","12,377,389.00","18,433,551.48","12,377,389.00",3.95%,"10,226,666.00","1,305.00",100%
032900002007,329,03290000,West Newbury,2007,"759,475,800.00","179,590,000.00","5,497,680.00","6,440,133.00","5,313,110.00",6.13%,"3,273,685.00",867,97%
032900002008,329,03290000,West Newbury,2008,"874,052,600.00","189,038,000.00","5,554,783.00","6,223,828.00","5,134,658.00",3.73%,"3,461,267.00",804,92%
032900002009,329,03290000,West Newbury,2009,"874,052,600.00","196,562,000.00","5,773,874.00","6,092,855.00","5,026,605.00",5.11%,"3,707,362.00",748,87%
032900002010,329,03290000,West Newbury,2010,"896,061,800.00","205,231,000.00","5,727,226.00","6,556,308.99","5,408,955.00",1.16%,"4,119,995.00",769,94%
032900002011,329,03290000,West Newbury,2011,"896,061,800.00","225,143,000.00","5,729,376.00","6,430,404.77","5,305,084.00",2.73%,"4,314,871.00",763,93%
032900002012,329,03290000,West Newbury,2012,"804,967,500.00","215,013,000.00","5,681,871.00","6,563,137.00","5,414,588.00",3.37%,"4,546,579.00",764,95%
